'0:00.358',-0.285
'0:00.360',-0.277
'0:00.361',-0.254
'0:00.363',-0.223
'0:00.364',-0.192
'0:00.365',-0.177
'0:00.367',-0.146
'0:00.368',-0.123
'0:00.369',-0.092
'0:00.371',-0.077
'0:00.372',-0.092
'0:00.374',-0.092
'0:00.375',-0.092
'0:00.376',-0.092
'0:00.378',-0.077
'0:00.379',-0.069
'0:00.381',-0.069
'0:00.382',-0.077
'0:00.383',-0.069
'0:00.385',-0.069
'0:00.386',-0.062
'0:00.388',-0.062
'0:00.389',-0.062
'0:00.390',-0.046
'0:00.392',-0.046
'0:00.393',-0.038
'0:00.394',-0.031
'0:00.396',-0.023
'0:00.397',-0.015
'0:00.399',0.008
'0:00.400',0.000
'0:00.401',0.008
'0:00.403',0.008
'0:00.404',-0.008
'0:00.406',0.008
'0:00.407',0.031
'0:00.408',0.023
'0:00.410',0.015
'0:00.411',0.023
'0:00.413',0.038
'0:00.414',0.046
'0:00.415',0.054
'0:00.417',0.062
'0:00.418',0.069
'0:00.419',0.085
'0:00.421',0.108
'0:00.422',0.123
'0:00.424',0.131
'0:00.425',0.146
'0:00.426',0.154
'0:00.428',0.162
'0:00.429',0.177
'0:00.431',0.185
'0:00.432',0.185
'0:00.433',0.192
'0:00.435',0.169
'0:00.436',0.177
'0:00.438',0.177
'0:00.439',0.185
'0:00.440',0.185
'0:00.442',0.192
'0:00.443',0.185
'0:00.444',0.200
'0:00.446',0.192
'0:00.447',0.185
'0:00.449',0.208
'0:00.450',0.208
'0:00.451',0.200
'0:00.453',0.200
'0:00.454',0.215
'0:00.456',0.208
'0:00.457',0.215
'0:00.458',0.223
'0:00.460',0.231
'0:00.461',0.223
'0:00.463',0.223
'0:00.464',0.231
'0:00.465',0.231
'0:00.467',0.223
'0:00.468',0.215
'0:00.469',0.223
'0:00.471',0.223
'0:00.472',0.223
'0:00.474',0.223
'0:00.475',0.223
'0:00.476',0.223
'0:00.478',0.238
'0:00.479',0.231
'0:00.481',0.223
'0:00.482',0.238
'0:00.483',0.238
'0:00.485',0.238
'0:00.486',0.246
'0:00.488',0.238
'0:00.489',0.238
'0:00.490',0.238
'0:00.492',0.238
'0:00.493',0.238
'0:00.494',0.246
'0:00.496',0.254
'0:00.497',0.254
'0:00.499',0.246
'0:00.500',0.246
'0:00.501',0.254
'0:00.503',0.246
'0:00.504',0.254
'0:00.506',0.262
'0:00.507',0.269
'0:00.508',0.262
'0:00.510',0.269
'0:00.511',0.269
'0:00.513',0.269
'0:00.514',0.277
'0:00.515',0.277
'0:00.517',0.269
'0:00.518',0.262
'0:00.519',0.262
'0:00.521',0.269
'0:00.522',0.262
'0:00.524',0.269
'0:00.525',0.277
'0:00.526',0.277
'0:00.528',0.277
'0:00.529',0.292
'0:00.531',0.292
'0:00.532',0.292
'0:00.533',0.292
'0:00.535',0.300
'0:00.536',0.300
'0:00.538',0.300
'0:00.539',0.308
'0:00.540',0.308
'0:00.542',0.315
'0:00.543',0.323
'0:00.544',0.315
'0:00.546',0.323
'0:00.547',0.338
'0:00.549',0.331
'0:00.550',0.338
'0:00.551',0.338
'0:00.553',0.354
'0:00.554',0.346
'0:00.556',0.338
'0:00.557',0.346
'0:00.558',0.346
'0:00.560',0.338
'0:00.561',0.338
'0:00.563',0.346
'0:00.564',0.362
'0:00.565',0.362
'0:00.567',0.354
'0:00.568',0.362
'0:00.569',0.369
'0:00.571',0.385
'0:00.572',0.392
'0:00.574',0.415
'0:00.575',0.423
'0:00.576',0.431
'0:00.578',0.454
'0:00.579',0.469
'0:00.581',0.469
'0:00.582',0.485
'0:00.583',0.492
'0:00.585',0.492
'0:00.586',0.508
'0:00.588',0.531
'0:00.589',0.515
'0:00.590',0.523
'0:00.592',0.546
'0:00.593',0.569
'0:00.594',0.585
'0:00.596',0.592
'0:00.597',0.600
'0:00.599',0.623
'0:00.600',0.638
'0:00.601',0.646
'0:00.603',0.654
'0:00.604',0.654
'0:00.606',0.669
'0:00.607',0.669
'0:00.608',0.685
'0:00.610',0.685
'0:00.611',0.685
'0:00.613',0.692
'0:00.614',0.700
'0:00.615',0.700
'0:00.617',0.700
'0:00.618',0.692
'0:00.619',0.715
'0:00.621',0.708
'0:00.622',0.700
'0:00.624',0.715
'0:00.625',0.715
'0:00.626',0.708
'0:00.628',0.708
'0:00.629',0.715
'0:00.631',0.715
'0:00.632',0.723
'0:00.633',0.715
'0:00.635',0.700
'0:00.636',0.692
'0:00.638',0.708
'0:00.639',0.700
'0:00.640',0.692
'0:00.642',0.685
'0:00.643',0.677
'0:00.644',0.662
'0:00.646',0.669
'0:00.647',0.662
'0:00.649',0.654
'0:00.650',0.646
'0:00.651',0.638
'0:00.653',0.623
'0:00.654',0.623
'0:00.656',0.600
'0:00.657',0.592
'0:00.658',0.585
'0:00.660',0.569
'0:00.661',0.569
'0:00.663',0.569
'0:00.664',0.569
'0:00.665',0.569
'0:00.667',0.562
'0:00.668',0.554
'0:00.669',0.554
'0:00.671',0.546
'0:00.672',0.554
'0:00.674',0.554
'0:00.675',0.538
'0:00.676',0.515
'0:00.678',0.523
'0:00.679',0.531
'0:00.681',0.508
'0:00.682',0.500
'0:00.683',0.500
'0:00.685',0.477
'0:00.686',0.469
'0:00.688',0.454
'0:00.689',0.446
'0:00.690',0.438
'0:00.692',0.423
'0:00.693',0.415
'0:00.694',0.408
'0:00.696',0.408
'0:00.697',0.400
'0:00.699',0.385
'0:00.700',0.377
'0:00.701',0.377
'0:00.703',0.362
'0:00.704',0.354
'0:00.706',0.346
'0:00.707',0.338
'0:00.708',0.331
'0:00.710',0.338
'0:00.711',0.338
'0:00.713',0.331
'0:00.714',0.315
'0:00.715',0.315
'0:00.717',0.323
'0:00.718',0.315
'0:00.719',0.315
'0:00.721',0.308
'0:00.722',0.300
'0:00.724',0.292
'0:00.725',0.308
'0:00.726',0.300
'0:00.728',0.285
'0:00.729',0.262
'0:00.731',0.269
'0:00.732',0.269
'0:00.733',0.262
'0:00.735',0.262
'0:00.736',0.277
'0:00.738',0.269
'0:00.739',0.262
'0:00.740',0.269
'0:00.742',0.262
'0:00.743',0.246
'0:00.744',0.246
'0:00.746',0.254
'0:00.747',0.254
'0:00.749',0.254
'0:00.750',0.246
'0:00.751',0.254
'0:00.753',0.246
'0:00.754',0.238
'0:00.756',0.231
'0:00.757',0.246
'0:00.758',0.246
'0:00.760',0.238
'0:00.761',0.246
'0:00.763',0.246
'0:00.764',0.231
'0:00.765',0.231
'0:00.767',0.238
'0:00.768',0.223
'0:00.769',0.215
'0:00.771',0.223
'0:00.772',0.231
'0:00.774',0.223
'0:00.775',0.238
'0:00.776',0.238
'0:00.778',0.238
'0:00.779',0.246
'0:00.781',0.254
'0:00.782',0.246
'0:00.783',0.246
'0:00.785',0.246
'0:00.786',0.246
'0:00.788',0.246
'0:00.789',0.262
'0:00.790',0.254
'0:00.792',0.246
'0:00.793',0.246
'0:00.794',0.238
'0:00.796',0.238
'0:00.797',0.246
'0:00.799',0.238
'0:00.800',0.231
'0:00.801',0.238
'0:00.803',0.238
'0:00.804',0.238
'0:00.806',0.238
'0:00.807',0.238
'0:00.808',0.223
'0:00.810',0.238
'0:00.811',0.246
'0:00.813',0.246
'0:00.814',0.238
'0:00.815',0.238
'0:00.817',0.238
'0:00.818',0.246
'0:00.819',0.246
'0:00.821',0.238
'0:00.822',0.238
'0:00.824',0.238
'0:00.825',0.223
'0:00.826',0.231
'0:00.828',0.238
'0:00.829',0.238
'0:00.831',0.231
'0:00.832',0.231
'0:00.833',0.231
'0:00.835',0.231
'0:00.836',0.223
'0:00.838',0.223
'0:00.839',0.223
'0:00.840',0.223
'0:00.842',0.223
'0:00.843',0.223
'0:00.844',0.231
'0:00.846',0.231
'0:00.847',0.231
'0:00.849',0.231
'0:00.850',0.238
'0:00.851',0.231
'0:00.853',0.223
'0:00.854',0.215
'0:00.856',0.208
'0:00.857',0.208
'0:00.858',0.200
'0:00.860',0.208
'0:00.861',0.208
'0:00.863',0.208
'0:00.864',0.208
'0:00.865',0.208
'0:00.867',0.208
'0:00.868',0.215
'0:00.869',0.215
'0:00.871',0.215
'0:00.872',0.208
'0:00.874',0.215
'0:00.875',0.200
'0:00.876',0.192
'0:00.878',0.192
'0:00.879',0.185
'0:00.881',0.177
'0:00.882',0.192
'0:00.883',0.185
'0:00.885',0.169
'0:00.886',0.177
'0:00.888',0.177
'0:00.889',0.169
'0:00.890',0.169
'0:00.892',0.154
'0:00.893',0.162
'0:00.894',0.177
'0:00.896',0.185
'0:00.897',0.185
'0:00.899',0.177
'0:00.900',0.185
'0:00.901',0.177
'0:00.903',0.185
'0:00.904',0.185
'0:00.906',0.177
'0:00.907',0.185
'0:00.908',0.185
'0:00.910',0.177
'0:00.911',0.185
'0:00.913',0.169
'0:00.914',0.185
'0:00.915',0.185
'0:00.917',0.177
'0:00.918',0.192
'0:00.919',0.192
'0:00.921',0.192
'0:00.922',0.185
'0:00.924',0.185
'0:00.925',0.192
'0:00.926',0.192
'0:00.928',0.192
'0:00.929',0.200
'0:00.931',0.200
'0:00.932',0.192
'0:00.933',0.185
'0:00.935',0.192
'0:00.936',0.185
'0:00.938',0.192
'0:00.939',0.185
'0:00.940',0.192
'0:00.942',0.192
'0:00.943',0.185
'0:00.944',0.177
'0:00.946',0.169
'0:00.947',0.169
'0:00.949',0.169
'0:00.950',0.162
'0:00.951',0.162
'0:00.953',0.177
'0:00.954',0.177
'0:00.956',0.177
'0:00.957',0.192
'0:00.958',0.192
'0:00.960',0.177
'0:00.961',0.185
'0:00.963',0.185
'0:00.964',0.185
'0:00.965',0.192
'0:00.967',0.185
'0:00.968',0.192
'0:00.969',0.185
'0:00.971',0.185
'0:00.972',0.192
'0:00.974',0.200
'0:00.975',0.208
'0:00.976',0.208
'0:00.978',0.208
'0:00.979',0.208
'0:00.981',0.200
'0:00.982',0.208
'0:00.983',0.200
'0:00.985',0.200
'0:00.986',0.200
'0:00.988',0.192
'0:00.989',0.192
'0:00.990',0.192
'0:00.992',0.185
'0:00.993',0.192
'0:00.994',0.192
'0:00.996',0.192
'0:00.997',0.192
'0:00.999',0.192
'0:01.000',0.192
'0:01.001',0.192
'0:01.003',0.192
'0:01.004',0.185
'0:01.006',0.192
'0:01.007',0.192
'0:01.008',0.185
'0:01.010',0.177
'0:01.011',0.185
'0:01.013',0.185
'0:01.014',0.177
'0:01.015',0.162
'0:01.017',0.162
'0:01.018',0.154
'0:01.019',0.154
'0:01.021',0.146
'0:01.022',0.169
'0:01.024',0.169
'0:01.025',0.177
'0:01.026',0.185
'0:01.028',0.200
'0:01.029',0.200
'0:01.031',0.200
'0:01.032',0.200
'0:01.033',0.192
'0:01.035',0.192
'0:01.036',0.192
'0:01.038',0.185
'0:01.039',0.185
'0:01.040',0.185
'0:01.042',0.192
'0:01.043',0.192
'0:01.044',0.192
'0:01.046',0.185
'0:01.047',0.185
'0:01.049',0.200
'0:01.050',0.208
'0:01.051',0.200
'0:01.053',0.192
'0:01.054',0.215
'0:01.056',0.215
'0:01.057',0.200
'0:01.058',0.192
'0:01.060',0.200
'0:01.061',0.200
'0:01.063',0.192
'0:01.064',0.185
'0:01.065',0.185
'0:01.067',0.177
'0:01.068',0.177
'0:01.069',0.177
'0:01.071',0.177
'0:01.072',0.185
'0:01.074',0.177
'0:01.075',0.185
'0:01.076',0.192
'0:01.078',0.185
'0:01.079',0.185
'0:01.081',0.192
'0:01.082',0.185
'0:01.083',0.192
'0:01.085',0.192
'0:01.086',0.177
'0:01.088',0.169
'0:01.089',0.185
'0:01.090',0.192
'0:01.092',0.185
'0:01.093',0.177
'0:01.094',0.177
'0:01.096',0.169
'0:01.097',0.177
'0:01.099',0.177
'0:01.100',0.169
'0:01.101',0.177
'0:01.103',0.185
'0:01.104',0.177
'0:01.106',0.177
'0:01.107',0.192
'0:01.108',0.185
'0:01.110',0.185
'0:01.111',0.200
'0:01.113',0.192
'0:01.114',0.185
'0:01.115',0.192
'0:01.117',0.185
'0:01.118',0.185
'0:01.119',0.185
'0:01.121',0.185
'0:01.122',0.177
'0:01.124',0.177
'0:01.125',0.177
'0:01.126',0.169
'0:01.128',0.169
'0:01.129',0.162
'0:01.131',0.177
'0:01.132',0.177
'0:01.133',0.169
'0:01.135',0.185
'0:01.136',0.200
'0:01.138',0.192
'0:01.139',0.200
'0:01.140',0.200
'0:01.142',0.192
'0:01.143',0.192
'0:01.144',0.200
'0:01.146',0.200
'0:01.147',0.200
'0:01.149',0.208
'0:01.150',0.200
'0:01.151',0.200
'0:01.153',0.200
'0:01.154',0.185
'0:01.156',0.185
'0:01.157',0.177
'0:01.158',0.177
'0:01.160',0.177
'0:01.161',0.177
'0:01.163',0.185
'0:01.164',0.185
'0:01.165',0.177
'0:01.167',0.185
'0:01.168',0.192
'0:01.169',0.185
'0:01.171',0.192
'0:01.172',0.185
'0:01.174',0.185
'0:01.175',0.177
'0:01.176',0.192
'0:01.178',0.192
'0:01.179',0.185
'0:01.181',0.177
'0:01.182',0.177
'0:01.183',0.169
'0:01.185',0.177
'0:01.186',0.177
'0:01.188',0.169
'0:01.189',0.169
'0:01.190',0.154
'0:01.192',0.169
'0:01.193',0.185
'0:01.194',0.185
'0:01.196',0.177
'0:01.197',0.185
'0:01.199',0.185
'0:01.200',0.185
'0:01.201',0.185
'0:01.203',0.185
'0:01.204',0.177
'0:01.206',0.192
'0:01.207',0.177
'0:01.208',0.177
'0:01.210',0.177
'0:01.211',0.185
'0:01.213',0.177
'0:01.214',0.185
'0:01.215',0.192
'0:01.217',0.185
'0:01.218',0.185
'0:01.219',0.185
'0:01.221',0.185
'0:01.222',0.185
'0:01.224',0.192
'0:01.225',0.185
'0:01.226',0.169
'0:01.228',0.185
'0:01.229',0.192
'0:01.231',0.177
'0:01.232',0.185
'0:01.233',0.192
'0:01.235',0.185
'0:01.236',0.185
'0:01.238',0.185
'0:01.239',0.185
'0:01.240',0.177
'0:01.242',0.185
'0:01.243',0.185
'0:01.244',0.192
'0:01.246',0.185
'0:01.247',0.185
'0:01.249',0.185
'0:01.250',0.185
'0:01.251',0.177
'0:01.253',0.169
'0:01.254',0.177
'0:01.256',0.177
'0:01.257',0.169
'0:01.258',0.177
'0:01.260',0.192
'0:01.261',0.185
'0:01.263',0.169
'0:01.264',0.169
'0:01.265',0.185
'0:01.267',0.185
'0:01.268',0.177
'0:01.269',0.185
'0:01.271',0.185
'0:01.272',0.177
'0:01.274',0.169
'0:01.275',0.169
'0:01.276',0.162
'0:01.278',0.162
'0:01.279',0.162
'0:01.281',0.154
'0:01.282',0.154
'0:01.283',0.169
'0:01.285',0.169
'0:01.286',0.177
'0:01.288',0.177
'0:01.289',0.177
'0:01.290',0.185
'0:01.292',0.177
'0:01.293',0.185
'0:01.294',0.185
'0:01.296',0.177
'0:01.297',0.185
'0:01.299',0.185
'0:01.300',0.185
'0:01.301',0.192
'0:01.303',0.192
'0:01.304',0.185
'0:01.306',0.177
'0:01.307',0.177
'0:01.308',0.177
'0:01.310',0.169
'0:01.311',0.169
'0:01.313',0.169
'0:01.314',0.169
'0:01.315',0.169
'0:01.317',0.169
'0:01.318',0.169
'0:01.319',0.162
'0:01.321',0.162
'0:01.322',0.169
'0:01.324',0.177
'0:01.325',0.169
'0:01.326',0.177
'0:01.328',0.185
'0:01.329',0.177
'0:01.331',0.185
'0:01.332',0.192
'0:01.333',0.185
'0:01.335',0.177
'0:01.336',0.177
'0:01.338',0.169
'0:01.339',0.169
'0:01.340',0.169
'0:01.342',0.177
'0:01.343',0.185
'0:01.344',0.169
'0:01.346',0.185
'0:01.347',0.177
'0:01.349',0.192
'0:01.350',0.185
'0:01.351',0.185
'0:01.353',0.192
'0:01.354',0.192
'0:01.356',0.185
'0:01.357',0.192
'0:01.358',0.192
'0:01.360',0.192
'0:01.361',0.192
'0:01.363',0.200
'0:01.364',0.200
'0:01.365',0.192
'0:01.367',0.208
'0:01.368',0.223
'0:01.369',0.215
'0:01.371',0.215
'0:01.372',0.223
'0:01.374',0.215
'0:01.375',0.215
'0:01.376',0.215
'0:01.378',0.215
'0:01.379',0.208
'0:01.381',0.208
'0:01.382',0.223
'0:01.383',0.208
'0:01.385',0.208
'0:01.386',0.223
'0:01.388',0.223
'0:01.389',0.215
'0:01.390',0.215
'0:01.392',0.215
'0:01.393',0.215
'0:01.394',0.215
'0:01.396',0.215
'0:01.397',0.215
'0:01.399',0.208
'0:01.400',0.200
'0:01.401',0.208
'0:01.403',0.208
'0:01.404',0.208
'0:01.406',0.215
'0:01.407',0.208
'0:01.408',0.200
'0:01.410',0.200
'0:01.411',0.208
'0:01.413',0.208
'0:01.414',0.208
'0:01.415',0.215
'0:01.417',0.208
'0:01.418',0.200
'0:01.419',0.200
'0:01.421',0.192
'0:01.422',0.192
'0:01.424',0.215
'0:01.425',0.208
'0:01.426',0.185
'0:01.428',0.200
'0:01.429',0.208
'0:01.431',0.200
'0:01.432',0.192
'0:01.433',0.200
'0:01.435',0.192
'0:01.436',0.169
'0:01.438',0.185
'0:01.439',0.192
'0:01.440',0.169
'0:01.442',0.177
'0:01.443',0.185
'0:01.444',0.185
'0:01.446',0.185
'0:01.447',0.185
'0:01.449',0.185
'0:01.450',0.185
'0:01.451',0.185
'0:01.453',0.177
'0:01.454',0.177
'0:01.456',0.185
'0:01.457',0.185
'0:01.458',0.177
'0:01.460',0.185
'0:01.461',0.177
'0:01.463',0.169
'0:01.464',0.177
'0:01.465',0.177
'0:01.467',0.154
'0:01.468',0.154
'0:01.469',0.154
'0:01.471',0.162
'0:01.472',0.154
'0:01.474',0.162
'0:01.475',0.162
'0:01.476',0.169
'0:01.478',0.162
'0:01.479',0.162
'0:01.481',0.169
'0:01.482',0.162
'0:01.483',0.146
'0:01.485',0.154
'0:01.486',0.154
'0:01.488',0.146
'0:01.489',0.154
'0:01.490',0.162
'0:01.492',0.154
'0:01.493',0.154
'0:01.494',0.162
'0:01.496',0.162
'0:01.497',0.146
'0:01.499',0.146
'0:01.500',0.154
'0:01.501',0.146
'0:01.503',0.154
'0:01.504',0.138
'0:01.506',0.131
'0:01.507',0.138
'0:01.508',0.131
'0:01.510',0.138
'0:01.511',0.138
'0:01.513',0.138
'0:01.514',0.138
'0:01.515',0.146
'0:01.517',0.154
'0:01.518',0.146
'0:01.519',0.131
'0:01.521',0.146
'0:01.522',0.154
'0:01.524',0.162
'0:01.525',0.169
'0:01.526',0.169
'0:01.528',0.162
'0:01.529',0.177
'0:01.531',0.192
'0:01.532',0.200
'0:01.533',0.200
'0:01.535',0.200
'0:01.536',0.200
'0:01.538',0.215
'0:01.539',0.215
'0:01.540',0.208
'0:01.542',0.223
'0:01.543',0.231
'0:01.544',0.223
'0:01.546',0.231
'0:01.547',0.238
'0:01.549',0.238
'0:01.550',0.262
'0:01.551',0.285
'0:01.553',0.308
'0:01.554',0.338
'0:01.556',0.385
'0:01.557',0.408
'0:01.558',0.423
'0:01.560',0.431
'0:01.561',0.423
'0:01.563',0.400
'0:01.564',0.400
'0:01.565',0.385
'0:01.567',0.354
'0:01.568',0.331
'0:01.569',0.323
'0:01.571',0.315
'0:01.572',0.269
'0:01.574',0.231
'0:01.575',0.223
'0:01.576',0.192
'0:01.578',0.177
'0:01.579',0.154
'0:01.581',0.138
'0:01.582',0.146
'0:01.583',0.131
'0:01.585',0.108
'0:01.586',0.085
'0:01.588',0.077
'0:01.589',0.069
'0:01.590',0.085
'0:01.592',0.092
'0:01.593',0.092
'0:01.594',0.108
'0:01.596',0.115
'0:01.597',0.108
'0:01.599',0.123
'0:01.600',0.138
'0:01.601',0.123
'0:01.603',0.131
'0:01.604',0.123
'0:01.606',0.115
'0:01.607',0.108
'0:01.608',0.108
'0:01.610',0.108
'0:01.611',0.115
'0:01.613',0.138
'0:01.614',0.138
'0:01.615',0.138
'0:01.617',0.146
'0:01.618',0.154
'0:01.619',0.154
'0:01.621',0.146
'0:01.622',0.146
'0:01.624',0.146
'0:01.625',0.146
'0:01.626',0.162
'0:01.628',0.162
'0:01.629',0.162
'0:01.631',0.177
'0:01.632',0.162
'0:01.633',0.177
'0:01.635',0.177
'0:01.636',0.162
'0:01.638',0.169
'0:01.639',0.162
'0:01.640',0.162
'0:01.642',0.162
'0:01.643',0.169
'0:01.644',0.169
'0:01.646',0.162
'0:01.647',0.154
'0:01.649',0.154
'0:01.650',0.154
'0:01.651',0.146
'0:01.653',0.154
'0:01.654',0.162
'0:01.656',0.169
'0:01.657',0.169
'0:01.658',0.185
'0:01.660',0.177
'0:01.661',0.177
'0:01.663',0.177
'0:01.664',0.169
'0:01.665',0.162
'0:01.667',0.169
'0:01.668',0.169
'0:01.669',0.169
'0:01.671',0.169
'0:01.672',0.177
'0:01.674',0.169
'0:01.675',0.177
'0:01.676',0.192
'0:01.678',0.177
'0:01.679',0.177
'0:01.681',0.185
'0:01.682',0.177
'0:01.683',0.177
'0:01.685',0.169
'0:01.686',0.162
'0:01.688',0.162
'0:01.689',0.177
'0:01.690',0.177
'0:01.692',0.169
'0:01.693',0.177
'0:01.694',0.177
'0:01.696',0.169
'0:01.697',0.177
'0:01.699',0.177
'0:01.700',0.169
'0:01.701',0.177
'0:01.703',0.192
'0:01.704',0.177
'0:01.706',0.177
'0:01.707',0.185
'0:01.708',0.192
'0:01.710',0.185
'0:01.711',0.192
'0:01.713',0.185
'0:01.714',0.185
'0:01.715',0.185
'0:01.717',0.192
'0:01.718',0.192
'0:01.719',0.185
'0:01.721',0.185
'0:01.722',0.177
'0:01.724',0.177
'0:01.725',0.177
'0:01.726',0.185
'0:01.728',0.185
'0:01.729',0.169
'0:01.731',0.169
'0:01.732',0.177
'0:01.733',0.177
'0:01.735',0.169
'0:01.736',0.185
'0:01.738',0.185
'0:01.739',0.169
'0:01.740',0.177
'0:01.742',0.185
'0:01.743',0.185
'0:01.744',0.185
'0:01.746',0.192
'0:01.747',0.185
'0:01.749',0.185
'0:01.750',0.200
'0:01.751',0.192
'0:01.753',0.169
'0:01.754',0.169
'0:01.756',0.169
'0:01.757',0.154
'0:01.758',0.154
